ID,Slope,Yintercept,Lower Intercept,Upper Intercept,Likelihood,normalized
17121,0.0512696742168564,0.0893245977115744,1.23e+09,1.47e+09,2026.97343455016,8.96890900243432
17122,0.0510475669889135,0.0898483414281861,1.23e+09,1.48e+09,2005.52428682974,8.87400126915816
17123,0.0508260225783762,0.0903707579836672,1.23e+09,1.49e+09,1984.76636952355,8.78215207753782
17124,0.0506050421173636,0.0908918447084049,1.23e+09,1.5e+09,1964.75737757233,8.69361671492182
17125,0.0503846267223863,0.0914115989695924,1.23e+09,1.51e+09,1945.54299417881,8.60859731937528
17126,0.0501647774943105,0.0919300181713135,1.23e+09,1.52e+09,1927.15697639517,8.52724325838569
17127,0.0499454955183288,0.0924470997546115,1.23e+09,1.53e+09,1909.62131685297,8.44965184448217
17128,0.0497267818639271,0.0929628411975668,1.23e+09,1.54e+09,1892.94647672295,8.37586936603077
17129,0.0495086375848576,0.0934772400153616,1.23e+09,1.55e+09,1877.13168885358,8.30589242855568
17130,0.049291063719108,0.0939902937603509,1.23e+09,1.56e+09,1862.1653337567,8.23966961839248
17131,0.049074061288876,0.0945020000221242,1.23e+09,1.57e+09,1848.02539433494,8.17710351475636
17132,0.0488576313005431,0.0950123564275666,1.23e+09,1.58e+09,1834.67999763831,8.11805308689519
17133,0.048641774744649,0.0955213606409192,1.23e+09,1.59e+09,1822.08805320262,8.06233651859565
17134,0.0484264925958678,0.0960290103638352,1.23e+09,1.6e+09,1810.19999743516,8.00973450192548
17135,0.0482117858129863,0.0965353033354309,1.23e+09,1.61e+09,1798.95865194158,7.95999403513972
17136,0.047997655338882,0.0970402373323383,1.23e+09,1.62e+09,1788.30020060972,7.91283274606071
17137,0.0477841021005027,0.0975438101687524,1.23e+09,1.63e+09,1778.15528577996,7.86794374238922
17138,0.0475711270088481,0.0980460196964748,1.23e+09,1.64e+09,1768.45021815293,7.82500096527847
17139,0.0473587309589505,0.0985468638049592,1.23e+09,1.65e+09,1759.10828854139,7.78366499354599
17140,0.0471469148298595,0.0990463404213481,1.23e+09,1.66e+09,1750.0511625812,7.74358921496105
17141,0.0469356794846253,0.0995444475105113,1.23e+09,1.67e+09,1741.20033255767,7.70442625025516
17142,0.046725025770285,0.100041183075079,1.23e+09,1.68e+09,1732.47859409127,7.6658344871295
17143,0.0465149545178484,0.100536545155473,1.23e+09,1.69e+09,1723.81151006528,7.62748455781096
17144,0.0463054665422866,0.101030531829938,1.23e+09,1.7e+09,1715.128820331,7.58906557668585
17145,0.0460965626425206,0.101523141214565,1.23e+09,1.71e+09,1706.36575377436,7.55029094590424
17146,0.0458882436014112,0.102014371463315,1.23e+09,1.72e+09,1697.46419954403,7.51090353780546
17147,0.0456805101857512,0.102504220768041,1.23e+09,1.73e+09,1688.37369676418,7.47068007417779
17148,0.0454733631462567,0.102992687358502,1.23e+09,1.74e+09,1679.05220687677,7.42943454370254
17149,0.0452668032175614,0.103479769502383,1.23e+09,1.75e+09,1669.46663972056,7.38702052973697
17150,0.0450608311182111,0.103965465505305,1.23e+09,1.76e+09,1659.59311325669,7.34333235954286
17151,0.0448554475506598,0.104449773710836,1.23e+09,1.77e+09,1649.41693706773,7.29830503127314
17152,0.0446506532012665,0.104932692500493,1.23e+09,1.78e+09,1638.93232086379,7.25191292417608
17153,0.0444464487402933,0.105414220293754,1.23e+09,1.79e+09,1628.14182063573,7.2041673479457
17154,0.0442428348219052,0.105894355548056,1.23e+09,1.8e+09,1617.05554618261,7.15511303620623
17155,0.04403981208417,0.106373096758789,1.23e+09,1.81e+09,1605.69016389925,7.10482373406748
17156,0.0438373811490601,0.106850442459304,1.23e+09,1.82e+09,1594.06773738148,7.05339706805963
17157,0.0436355426224556,0.107326391220892,1.23e+09,1.83e+09,1582.21445511334,7.0009489164307
17158,0.0434342970941474,0.107800941652789,1.23e+09,1.84e+09,1570.15929887776,6.94760751715821
17159,0.0432336451378428,0.108274092402153,1.23e+09,1.85e+09,1557.93270834815,6.89350755906263
17160,0.0430335873111716,0.108745842154057,1.23e+09,1.86e+09,1545.56529648593,6.83878449772536
17161,0.042834124155693,0.109216189631467,1.23e+09,1.87e+09,1533.08666695111,6.78356932279253
17162,0.0426352561969042,0.109685133595226,1.23e+09,1.88e+09,1520.52437893547,6.7279839775906
17163,0.0424369839442497,0.110152672844029,1.23e+09,1.89e+09,1507.90309698207,6.6721375972658
17164,0.0422393078911321,0.110618806214401,1.23e+09,1.9e+09,1495.24395390307,6.61612368983658
17165,0.0420422285149239,0.111083532580665,1.23e+09,1.91e+09,1482.56414436493,6.56001833789791
17166,0.0418457462769798,0.111546850854915,1.23e+09,1.92e+09,1469.87675564158,6.50387944974151
17167,0.0416498616226512,0.112008759986984,1.23e+09,1.93e+09,1457.19083101724,6.44774703989928
17168,0.0414545749813007,0.112469258964405,1.23e+09,1.94e+09,1444.51165090664,6.39164447303822
17169,0.0412598867663185,0.112928346812377,1.23e+09,1.95e+09,1431.84120745481,6.33558056395932
17170,0.0410657973751395,0.113386022593721,1.23e+09,1.96e+09,1419.17884060576,6.2795523920609
17171,0.0408723071892616,0.113842285408841,1.23e+09,1.97e+09,1406.52199771498,6.22354866245565
17172,0.0406794165742651,0.114297134395672,1.23e+09,1.98e+09,1393.86707493627,6.16755342892157
17173,0.0404871258798329,0.11475056872964,1.23e+09,1.99e+09,1381.21029693137,6.111549986422
17174,0.0402954354397723,0.115202587623605,1.23e+09,2e+09,1368.54859190285,6.05552474293294
17175,0.0560635355552599,0.0780358761529901,1.24e+09,1.25e+09,2429.66053101551,10.7507103142279
17176,0.0558307706544969,0.0785924873900862,1.24e+09,1.26e+09,2421.86059275339,10.7161973130681
17177,0.0555985339161194,0.0791478356312673,1.24e+09,1.27e+09,2411.81367889447,10.671741942011
17178,0.0553668268073764,0.0797019173678979,1.24e+09,1.28e+09,2399.61897698045,10.6177830839843
17179,0.0551356507810917,0.0802547291258368,1.24e+09,1.29e+09,2385.39462757546,10.5548434848472
17180,0.0549050072756044,0.0808062674655805,1.24e+09,1.3e+09,2369.27510534131,10.4835181652271
17181,0.0546748977147198,0.0813565289823803,1.24e+09,1.31e+09,2351.40851127945,10.4044624392896
17182,0.0544453235076452,0.0819055103063954,1.24e+09,1.32e+09,2331.95383417863,10.3183797972506
17183,0.0542162860489437,0.0824532081028039,1.24e+09,1.33e+09,2311.07823532432,10.2260098908156
17184,0.0539877867184733,0.0829996190719485,1.24e+09,1.34e+09,2288.95440548198,10.1281168384158
17185,0.0537598268813381,0.0835447399494524,1.24e+09,1.35e+09,2265.75803729925,10.0254780411471
17186,0.0535324078878361,0.0840885675063449,1.24e+09,1.36e+09,2241.6654497835,9.91887367160842
17187,0.053305531073408,0.0846310985491837,1.24e+09,1.37e+09,2216.85139462834,9.80907696738203
17188,0.053079197758589,0.08517232992017,1.24e+09,1.38e+09,2191.4870670836,9.69684542957347
17189,0.0528534092489596,0.085712258497266,1.24e+09,1.39e+09,2165.73833698559,9.58291299551147
17190,0.052628166835099,0.0862508811943071,1.24e+09,1.4e+09,2139.76420867559,9.46798322422828
17191,0.0524034717925391,0.0867881949611105,1.24e+09,1.41e+09,2113.71551200613,9.35272350445189
17192,0.0521793253817186,0.0873241967835866,1.24e+09,1.42e+09,2087.73382063176,9.23776026828213
17193,0.0519557288479401,0.0878588836838403,1.24e+09,1.43e+09,2061.9505884538,9.12367517014956
17194,0.0517326834213274,0.0883922527202737,1.24e+09,1.44e+09,2036.48649056844,9.01100217065683
17195,0.0515101903167828,0.0889243009876886,1.24e+09,1.45e+09,2011.45095147318,8.90022544899639
17196,0.0512882507339472,0.0894550256173803,1.24e+09,1.46e+09,1986.94184070477,8.7917780562158
17197,0.0510668658571614,0.0899844237772324,1.24e+09,1.47e+09,1963.04531457291,8.6860412149244
17198,0.0508460368554266,0.0905124926718096,1.24e+09,1.48e+09,1939.8357822419,8.58334416921195
